customer_id,customer_name,email,phone,address,city,country,registration_date,customer_segment,lifetime_value,age,gender,created_at
CUST_00000035,Samantha Herrera,eric73@example.net,(00)569-7854,"392 Sarah Burg
East Alan, PR 73337",South Christinaside,Korea,2025-01-26,Regular,876.88,26,Male,2025-09-17 15:09:33.933662
CUST_00000036,Quang Đặng,johnhoang@example.org,+84-97-298 4063,"8075 Daniel Estate Suite 343
Saramouth, VA 12020",West Christineberg,Singapore,2024-11-11,Regular,1419.71,49,Male,2025-09-17 15:09:33.934018
CUST_00000037,Becky Malone,ule@example.net,(04)594-6003,"58 Mai Đường
Quận JaneQuận, 775651",JohnPhường,Korea,2024-02-24,VIP,3984.61,50,Other,2025-09-17 15:09:33.934255
CUST_00000038,Angela Smith,john44@example.org,02 8915 4793,"97 Jane Hẻm
Huyện JohnXã, 353418",JohnThị xã,Japan,2025-03-21,Regular,3144.66,53,Other,2025-09-17 15:09:33.934485
CUST_00000039,Hải Bùi,john93@example.org,04 5688844,"8 Phạm Tổ
Thành phố JohnQuận, 724360",JohnHuyện,Vietnam,2023-11-25,VIP,948.37,25,Other,2025-09-17 15:09:33.934613
CUST_00000040,Kim Phú Dương,enguyen@example.org,(05)919-4419,"3 Nguyễn Làng
Thị xã JohnThành phố, 741690",West Janicestad,USA,2025-05-14,New,3501.98,56,Male,2025-09-17 15:09:33.934787
CUST_00000041,Jody Williams,tharrington@example.com,537.647.1582,"766 Ryan Spring Suite 601
Michaelton, OR 02720",Edwardsfort,USA,2025-08-20,Regular,1959.1,32,Male,2025-09-17 15:09:33.935256
CUST_00000042,Khoa Mai,summerserica@example.com,06 8381959,"01252 Lane Keys
East Richardfurt, TX 12920",Lake Adriennefort,USA,2024-07-28,New,4668.11,66,Other,2025-09-17 15:09:33.935654
CUST_00000043,Yến Vũ,jenkinsstephanie@example.org,(05)738-3624,"5 Jane Ngõ
JohnPhường, 244522",JaneThị xã,Singapore,2025-05-08,VIP,3891.93,42,Other,2025-09-17 15:09:33.935898
CUST_00000044,Michael Alvarez,duongjohn@example.org,+84-66-726 0186,"16 John Hẻm
JaneThành phố, 634561",South Matthew,Japan,2023-11-26,Occasional,1920.11,57,Other,2025-09-17 15:09:33.936163
CUST_00000045,Lan Đặng,vujohn@example.org,(06) 8630 9347,"24204 Mata Ways
Griffinmouth, TN 56767",Velazquezshire,USA,2023-10-06,New,3719.16,54,Female,2025-09-17 15:09:33.936501
CUST_00000046,Heather Knapp,michaelstewart@example.org,(06) 0939 0119,"474 Nicholas Via Apt. 363
Thomasport, NM 85271",Ashleyshire,USA,2025-01-04,Occasional,1385.4,48,Female,2025-09-17 15:09:33.937030
CUST_00000047,Anh Đặng,laurascott@example.org,415-815-1985,"959 Phạm Hẻm
Huyện JohnPhường, 419330",Thành phố JaneQuận,USA,2025-07-22,Regular,310.78,43,Male,2025-09-17 15:09:33.937294
CUST_00000048,Trọng Mai Hoàng,janehoang@example.net,357.763.1601x78149,"902 Jane Khu
Thành phố JohnXã, 584444",Aaronview,Japan,2024-03-09,Occasional,1973.67,50,Female,2025-09-17 15:09:33.937477
CUST_00000049,Taylor Mcdaniel,vincent76@example.org,(384)545-4138x095,"PSC 9177, Box 8738
APO AP 25201",JohnQuận,Vietnam,2024-04-27,Regular,3782.9,65,Other,2025-09-17 15:09:33.937733
CUST_00000050,Ashley Adams,swilson@example.net,908-593-4795x51937,"603 Ethan Branch Apt. 603
Alvarezside, ND 15714",West John,Korea,2023-12-10,Regular,4489.28,31,Female,2025-09-17 15:09:33.938179
CUST_00000051,Ngọc Trần,heather93@example.com,+84-71-380 5605,"USNS Lawrence
FPO AE 59457",JohnHuyện,Vietnam,2025-07-20,New,1315.71,50,Male,2025-09-17 15:09:33.938395
CUST_00000052,Yến Nguyễn,xcarter@example.com,+1-457-907-3495,"25603 Teresa Estates
Davisshire, WY 82294",Schmidtland,Singapore,2024-04-19,New,2767.7,65,Male,2025-09-17 15:09:33.938829
CUST_00000053,Phương Mai Lê,oparrish@example.net,938.741.8882,"37403 Clark Terrace
Morenofort, CO 51947",JohnXã,USA,2025-08-29,VIP,795.69,19,Female,2025-09-17 15:09:33.939345
CUST_00000054,Patrick Lambert,cnguyen@example.net,424-993-5181,"076 Lê Dãy
Quận JohnThành phố, 431099",Rachelbury,Vietnam,2024-09-30,New,1164.46,21,Male,2025-09-17 15:09:33.939869
CUST_00000055,Joseph Rogers,hannahclay@example.com,(06) 9610 6688,"275 Đặng Ngõ
Thị xã JaneThành phố, 945920",Ramosport,USA,2024-02-29,Regular,593.9,70,Female,2025-09-17 15:09:33.940283
CUST_00000056,Damon Wells,hoangjohn@example.net,529-768-4621x7494,"390 Phạm Đường
JaneThành phố, 783285",JohnPhường,Vietnam,2025-08-26,Occasional,2464.9,57,Other,2025-09-17 15:09:33.940524
CUST_00000057,Brandi Alvarez,jane72@example.com,(356)488-5021x788,"919 Jane Ngõ
Quận JanePhường, 659048",Oliverview,Vietnam,2025-05-03,Occasional,251.22,43,Male,2025-09-17 15:09:33.940811
CUST_00000058,Nhiên Lê,tiffanyferguson@example.com,+84-53-026 2152,"97 Jane Khu
Huyện JaneThị xã, 928437",Quận JohnQuận,USA,2024-08-09,New,541.43,31,Male,2025-09-17 15:09:33.941048
CUST_00000059,Quý ông Hưng Đặng,johntran@example.net,02 8825776,"651 Lindsey Valley Apt. 611
New Lisatown, MS 66545",New Paul,USA,2024-02-15,Regular,250.74,24,Male,2025-09-17 15:09:33.941395
CUST_00000060,Daniel Ingram,janeduong@example.net,+1-590-839-4894,"41 John Tổ
Thị xã JanePhường, 556275",JaneXã,Japan,2025-07-15,Occasional,4838.84,33,Other,2025-09-17 15:09:33.941619
CUST_00000061,Deborah Johnson,tranjane@example.org,+1-410-574-2747,"107 Elizabeth Underpass Apt. 458
South Angelashire, CT 34949",JohnPhường,Singapore,2024-12-23,New,73.0,49,Female,2025-09-17 15:09:33.941942
CUST_00000062,Khoa Hoàng,jonathan01@example.net,+84-24-955159,"264 Joseph Cliffs Suite 504
New Daniel, WV 06916",Foxberg,Japan,2025-09-02,Occasional,708.1,50,Male,2025-09-17 15:09:33.942278
CUST_00000063,Hạnh Dương,jacob60@example.net,+84-09-948568,"01 Jane Khu
Thị xã JaneXã, 678086",Riversbury,USA,2024-06-24,Occasional,3406.82,42,Other,2025-09-17 15:09:33.942522
CUST_00000064,Ralph Hayes,wmartinez@example.net,8372708383,"426 Vũ Khu
JohnHuyện, 709811",Thành phố JohnHuyện,USA,2025-04-21,Occasional,880.42,39,Other,2025-09-17 15:09:33.942801
CUST_00000065,Jacqueline Torres,janenguyen@example.net,+84-47-339735,"5 Jane Ngõ
JaneQuận, 980538",Huyện JohnThị xã,USA,2024-12-18,VIP,4946.82,25,Other,2025-09-17 15:09:33.943017
CUST_00000066,Hải Đức Nguyễn,carol15@example.org,247-854-2686x969,"6802 Heidi Fork Suite 220
West Eugene, CT 41507",Beckyfurt,Vietnam,2025-07-01,New,3469.26,27,Female,2025-09-17 15:09:33.943358
CUST_00000067,Megan Tucker,janemai@example.com,00 5133 4908,"003 Eric Fields Apt. 683
Port Tammy, WV 77847",New Dustin,Japan,2024-10-26,Occasional,61.51,49,Female,2025-09-17 15:09:33.943740
CUST_00000068,Vân Hoàng,rmai@example.org,+84-45-545288,"Unit 1413 Box 3721
DPO AP 98127",JohnXã,Singapore,2024-01-18,New,181.28,70,Other,2025-09-17 15:09:33.943853
CUST_00000069,Karen Middleton,john85@example.com,+1-297-411-8249x965,"67 John Tổ
Quận JaneHuyện, 804531",JohnThành phố,Korea,2025-01-04,Occasional,1176.89,60,Female,2025-09-17 15:09:33.944074
CUST_00000070,Thành Tấn Bùi,iavila@example.org,(734)761-6658x97527,"3314 Andrade Ways
Carolhaven, SC 90966",Castillofurt,Japan,2025-06-01,Regular,1882.66,66,Male,2025-09-17 15:09:33.944446
CUST_00000071,Amy Farley,janetran@example.com,001-660-560-2210x013,"4131 Cummings Coves
West Ericstad, VA 10181",New Melanie,Korea,2024-04-01,Regular,4080.02,46,Male,2025-09-17 15:09:33.944822
CUST_00000072,Yến Vũ,castillosara@example.com,04 1949 1314,"6230 Hill Common Apt. 681
Danielshire, AZ 58918",Carpentermouth,USA,2025-06-05,Occasional,4653.66,60,Male,2025-09-17 15:09:33.945259
CUST_00000073,Robert Brown,robertmanning@example.org,001-352-327-2542,"62178 Taylor Meadows
Yorkshire, MN 32505",Huyện JaneQuận,Japan,2024-02-29,New,2573.3,68,Other,2025-09-17 15:09:33.945705
CUST_00000074,Ryan Harris,cortezdavid@example.net,592.370.6917x124,"687 Phạm Khu
Thị xã JaneHuyện, 864787",Port Brooke,Korea,2025-03-27,Regular,493.83,47,Other,2025-09-17 15:09:33.946080
CUST_00000075,An Quang Vũ,hmcdaniel@example.net,527.274.5922x1020,"72582 Campbell Mews Apt. 168
Williamsside, NM 61090",JohnThị xã,Singapore,2024-12-05,Regular,4967.87,18,Female,2025-09-17 15:09:33.946411
CUST_00000076,Kim Đức Bùi,janehoang@example.org,001-566-846-4385x40216,"314 Trần Khu
JanePhường, 152539",JohnPhường,Vietnam,2024-10-18,Occasional,2940.12,47,Male,2025-09-17 15:09:33.946650
CUST_00000077,Cô Hải Hoàng,gutierrezsheila@example.com,3197097945,"1 Jane Dãy
JaneQuận, 649669",Huyện JohnHuyện,Singapore,2024-02-20,Regular,4205.41,38,Other,2025-09-17 15:09:33.946932
CUST_00000078,Margaret Anderson,zdang@example.com,373-909-9606x163,"7670 Wallace Creek
Davidside, MT 10131",JohnThị xã,Japan,2023-12-02,Regular,1380.99,30,Female,2025-09-17 15:09:33.947293
CUST_00000079,Hương Dương,ramirezjohnny@example.net,(04) 0649 3714,"15 Bùi Khu
Huyện JohnHuyện, 240503",Lake Debbieshire,USA,2025-04-02,New,2090.44,39,Female,2025-09-17 15:09:33.947580
CUST_00000080,Cô Hà Dương,johndang@example.com,(01)841-3167,"65315 Bradford Extension
Port Katelyn, DC 48059",Quận JohnHuyện,Japan,2023-12-03,Occasional,4333.97,29,Female,2025-09-17 15:09:33.947831
CUST_00000081,Brooke Norris,hmai@example.com,+84-78-004114,"07807 Tamara Brook
Port Kimberly, CO 04634",Huyện JaneThị xã,Singapore,2024-01-31,New,2140.27,58,Other,2025-09-17 15:09:33.948160
CUST_00000082,Chị Ngọc Dương,jane47@example.com,(01) 5468 1011,"264 Vũ Số
Huyện JohnXã, 947350",Kristinside,Singapore,2025-03-14,New,3298.02,26,Male,2025-09-17 15:09:33.948357
CUST_00000083,Kelsey Chen,johnmai@example.org,(02) 5329 6811,"12780 Harris Point
Samuelstad, NV 92636",JaneHuyện,USA,2025-05-24,New,1115.0,44,Other,2025-09-17 15:09:33.948882
CUST_00000084,Huy Mai Bùi,tranjane@example.com,03 3205 0412,"62 John Dãy
Thị xã JohnThị xã, 884045",Figueroaburgh,Korea,2024-04-02,Occasional,2041.32,39,Other,2025-09-17 15:09:33.949105
CUST_00000085,Quý cô Hải Phạm,jameshaley@example.org,+84 53 5742454,"84709 Edwards Views
West Davidfort, OK 67058",Huyện JohnThành phố,USA,2024-04-12,Regular,4951.46,62,Other,2025-09-17 15:09:33.949499
CUST_00000086,Monica Garcia,john36@example.com,+84-72-558051,"797 Jane Hẻm
Huyện JohnQuận, 184323",Quận JohnQuận,Singapore,2024-06-22,VIP,3794.22,33,Other,2025-09-17 15:09:33.949729
CUST_00000087,Michael Casey,jessica34@example.org,311.950.2040x818,"58 Dương Tổ
JaneXã, 391369",Burnettshire,USA,2025-01-17,Regular,4372.28,22,Other,2025-09-17 15:09:33.950057
CUST_00000088,Anh Nhiên Phạm,lejane@example.net,001-541-431-9847x8520,"287 Taylor Unions
Robertland, MO 41632",New Jared,USA,2024-10-07,Regular,1725.57,55,Female,2025-09-17 15:09:33.950378
CUST_00000089,Hạnh Đặng,rmai@example.net,+84-95-569308,"71 Jane Đường
JohnHuyện, 101038",Brenthaven,Singapore,2024-07-05,Occasional,1267.29,28,Female,2025-09-17 15:09:33.950550
CUST_00000090,Miss Laurie Nichols,williamcarey@example.net,+84-22-365 2920,"2 John Dãy
Huyện JohnThành phố, 358473",JohnThành phố,Japan,2024-03-18,VIP,3776.92,32,Female,2025-09-17 15:09:33.950884
CUST_00000091,Devin Gregory,john72@example.org,08 0799 7798,"7 Vũ Số
JaneQuận, 419414",JohnThị xã,Vietnam,2024-07-22,Occasional,2144.11,65,Female,2025-09-17 15:09:33.951092
CUST_00000092,Châu Mai Bảo Bùi,jane82@example.net,(990)755-4757x035,"3 John Số
Quận JaneQuận, 246258",Jonesfort,Korea,2023-12-24,VIP,4165.63,51,Female,2025-09-17 15:09:33.951281
CUST_00000093,Cô Duyên Vũ,russojames@example.net,624.779.7882x03918,"776 Carolyn Tunnel Suite 508
Toddberg, PW 79559",New Garymouth,USA,2024-07-05,Regular,570.47,47,Male,2025-09-17 15:09:33.951665
CUST_00000094,Hoàng Thế Hoàng,jane14@example.net,(02) 5342 4205,"51823 Todd Burgs
East Debbie, MN 84287",Beckermouth,Singapore,2024-03-13,VIP,51.42,57,Male,2025-09-17 15:09:33.951940
CUST_00000095,Cô Lan Lê,johnpham@example.org,(03)922-4930,"0596 Wilson Coves Apt. 829
Elizabethhaven, MA 10938",Quận JanePhường,Japan,2025-05-23,Regular,4271.12,24,Female,2025-09-17 15:09:33.952205
CUST_00000096,Andrea Leon,hunterneal@example.com,+84 51 9712273,"279 Bùi Tổ
Thị xã JohnThị xã, 478041",JaneHuyện,USA,2024-02-09,New,669.48,69,Other,2025-09-17 15:09:33.952538
CUST_00000097,Jacqueline Williams,adang@example.org,861.448.6788,"2451 Nicholas Junction
New Matthewmouth, UT 43046",Joditown,Singapore,2024-07-31,New,4875.77,22,Female,2025-09-17 15:09:33.952892
CUST_00000098,Lisa Manning,jennifer02@example.org,(760)654-5908x65746,"3 Trần Ngõ
Huyện JohnXã, 827098",Huyện JohnQuận,Korea,2025-03-15,New,3712.2,68,Other,2025-09-17 15:09:33.953159
CUST_00000099,Bà Phương Mai,johndang@example.net,+84 48 7927630,"98828 Wolfe Lane Apt. 854
West Sandrafort, NC 67391",Lake Seanside,Korea,2024-12-13,Occasional,667.76,44,Male,2025-09-17 15:09:33.953449
CUST_00000100,Vân Vũ,pbui@example.net,(03)308-8547,"858 Patterson Corner
Lauraville, IA 29289",South Samantha,Japan,2024-09-27,New,1912.07,32,Male,2025-09-17 15:09:33.953725
CUST_00000101,Katrina Franco,davisamy@example.net,+1-929-225-3768x1005,"167 John Tổ
Thành phố JohnPhường, 543637",JanePhường,Singapore,2025-01-01,New,1177.88,61,Male,2025-09-17 15:09:33.954055
CUST_00000102,Susan Jenkins,spham@example.net,+84 86 1823873,"478 Fletcher Passage
South Christinebury, WA 06654",Huyện JohnThị xã,Singapore,2025-08-06,Regular,1997.44,49,Male,2025-09-17 15:09:33.954413
CUST_00000103,Joshua Woods,thomas27@example.com,(653)449-2921,"1135 Hernandez Village
Boyleborough, VI 00709",Webbfurt,Japan,2025-06-26,VIP,3888.84,62,Other,2025-09-17 15:09:33.954870
CUST_00000104,Brian Holland,heathgwendolyn@example.org,+84-27-064412,"1 Vũ Ngõ
Thành phố JohnHuyện, 540427",Quận JohnQuận,Vietnam,2024-08-21,Occasional,1727.48,55,Female,2025-09-17 15:09:33.955192
CUST_00000105,Bà Khoa Hoàng,john17@example.net,(07)103-0801,"66 Nguyễn Số
Thành phố JohnPhường, 461534",JohnXã,USA,2025-04-22,New,366.79,40,Other,2025-09-17 15:09:33.955320
CUST_00000106,David Williams,michaeltodd@example.net,05 9013044,"75603 Steven Burg
East Natalie, CT 80607",JohnQuận,USA,2024-05-24,VIP,4641.06,64,Female,2025-09-17 15:09:33.955771
CUST_00000107,Eric Mitchell,melissahunter@example.com,(319)929-8855x425,"81921 Lane Shore
East Ashley, KS 54454",Thị xã JaneXã,Korea,2024-06-12,VIP,1565.78,57,Other,2025-09-17 15:09:33.956276
CUST_00000108,Wendy Rivas,buijane@example.net,588.625.3712,"135 Jane Khu
Quận JaneThành phố, 953046",JaneThành phố,Japan,2025-08-07,Occasional,1288.82,27,Male,2025-09-17 15:09:33.956534
CUST_00000109,Crystal Lambert,brandon77@example.org,767.879.2609,"58358 Zuniga Light
East Josephshire, UT 86918",Port Janicefurt,USA,2024-12-15,Regular,654.57,40,Other,2025-09-17 15:09:33.956955
CUST_00000110,Anthony Martinez,kayla56@example.com,04 6601847,"57381 Montoya Canyon
New Vanessa, RI 99335",JohnThành phố,Japan,2024-06-09,New,4870.57,70,Male,2025-09-17 15:09:33.957317
CUST_00000111,Hà Đặng,zpham@example.net,(354)568-4194,"19 Lê Tổ
JohnXã, 195315",JaneQuận,Vietnam,2024-12-29,New,912.01,65,Other,2025-09-17 15:09:33.957439
CUST_00000112,Maria Hicks,beverly57@example.net,(03)122-6946,"842 Mai Dãy
JohnXã, 563837",JohnThị xã,Korea,2025-01-26,New,449.99,65,Other,2025-09-17 15:09:33.957696
CUST_00000113,Ricardo Wilkins,enguyen@example.com,(519)748-8688,"58 Dương Dãy
JohnXã, 811319",Tannerfurt,Japan,2025-05-13,Regular,3189.59,63,Other,2025-09-17 15:09:33.957975
CUST_00000114,Kristen Vega,johntran@example.org,001-917-558-8641,"USNV Adams
FPO AP 84008",Whiteberg,USA,2023-12-18,VIP,547.22,46,Male,2025-09-17 15:09:33.958316
CUST_00000115,Bà Lâm Dương,buijane@example.com,(08)198-7290,"JaneXã
65 John Số, 467086",JaneThành phố,Vietnam,2024-08-15,New,1063.3,19,Male,2025-09-17 15:09:33.958446
CUST_00000116,Jessica Charles,thumphrey@example.com,+84-59-379 9905,"548 Đặng Làng
JohnXã, 479502",Huyện JohnXã,Singapore,2024-11-17,Occasional,4966.94,57,Other,2025-09-17 15:09:33.958774
CUST_00000117,Cô Hà Mai,michael27@example.org,757-231-5452x283,"363 Williams Fork
New Madison, NE 17563",JohnQuận,Korea,2024-06-26,New,1466.16,46,Male,2025-09-17 15:09:33.959063
CUST_00000118,Kathryn Mcintosh,janele@example.net,262-260-6025x599,"99157 Warren Common
Yvonnemouth, NJ 86850",Masonfort,USA,2025-03-17,Occasional,2023.89,69,Male,2025-09-17 15:09:33.959448
CUST_00000119,Quang Mai Bảo Vũ,robbinsjennifer@example.com,+84 20 0789959,"03 Dương Ngõ
JohnThị xã, 373919",West Sarahhaven,Singapore,2025-08-13,New,276.33,68,Male,2025-09-17 15:09:33.959729
CUST_00000120,Alicia Simmons,michellesantana@example.net,315.724.6868x15041,"033 Castaneda Mill Suite 572
Dustinport, CO 47866",Port Dennistown,Korea,2023-10-04,New,593.2,43,Other,2025-09-17 15:09:33.960221
CUST_00000121,Thomas Myers,rwilliams@example.com,00 4022238,"3411 Harry Coves Suite 564
Joneshaven, KS 09968",Sydneyton,Singapore,2025-04-16,New,1702.98,28,Other,2025-09-17 15:09:33.960702
CUST_00000122,Quang Lê,davismichael@example.org,07 1414 7582,"Thành phố JohnXã
558 Jane Tổ, 326119",Thị xã JaneThành phố,Singapore,2024-01-27,New,3700.09,68,Female,2025-09-17 15:09:33.960954
CUST_00000123,Dr. Pamela Preston PhD,moranryan@example.com,+1-491-735-4015,"Unit 7675 Box 5836
DPO AE 86103",JaneThị xã,Singapore,2024-01-15,VIP,1636.32,23,Male,2025-09-17 15:09:33.961278
CUST_00000124,James Simmons,john91@example.net,(02) 3609 9562,"8 John Khu
Thành phố JohnPhường, 131141",JohnXã,Japan,2024-10-24,Occasional,972.18,47,Female,2025-09-17 15:09:33.961489
CUST_00000125,Chị Nhật Vũ,millerjennifer@example.org,(06)686-6816,"91 Jane Dãy
JohnPhường, 701198",JaneQuận,Korea,2025-02-03,New,1106.2,67,Female,2025-09-17 15:09:33.961720
CUST_00000126,Duyên Mai,bscott@example.net,00 4181 7020,"21 Jane Số
JohnHuyện, 524610",Thành phố JaneThị xã,Japan,2024-12-01,VIP,1771.88,48,Female,2025-09-17 15:09:33.961909
