customer_id,first_name,last_name,full_name,email,phone,date_of_birth,age,gender,registration_date,city,state,postal_code,region,country,address,customer_segment,income_level,monthly_spending_usd,preferred_device,preferred_payment_method,shopping_frequency,market_focus,vietnam_region_preference,data_source,created_at,integrated_id,data_integration_date
VN_CUST_000015,Customer_15,Vietnam_148,Vietnamese Customer 15,customer15@vietnam-ecommerce.com,84917504519,2002-10-07,23,F,2025-04-25,Da Nang,Da Nang,550000,Central,Vietnam,767 Da Nang Street,Regular,Low,34.51,Desktop,Bank_Transfer,Monthly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.423955,VN_CUST_000015,2025-10-01T21:32:54.884681
VN_CUST_000016,Customer_16,Vietnam_781,Vietnamese Customer 16,customer16@vietnam-ecommerce.com,84913822977,2002-10-07,23,M,2024-03-20,Da Nang,Da Nang,550000,Central,Vietnam,716 Da Nang Street,Premium,High,450.19,Desktop,COD,Monthly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.423983,VN_CUST_000016,2025-10-01T21:32:54.884681
VN_CUST_000017,Customer_17,Vietnam_918,Vietnamese Customer 17,customer17@vietnam-ecommerce.com,84944982326,1994-10-09,31,F,2023-12-25,Hanoi,Hanoi,100000,North,Vietnam,414 Hanoi Street,Regular,Low,27.78,Mobile,E_Wallet_ZaloPay,Monthly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424011,VN_CUST_000017,2025-10-01T21:32:54.884681
VN_CUST_000018,Customer_18,Vietnam_175,Vietnamese Customer 18,customer18@vietnam-ecommerce.com,84939513946,2001-10-07,24,F,2025-06-24,Hai Phong,Hai Phong,180000,North,Vietnam,897 Hai Phong Street,Regular,Low,134.3,Mobile,Credit_Card,Monthly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424036,VN_CUST_000018,2025-10-01T21:32:54.884681
VN_CUST_000019,Customer_19,Vietnam_855,Vietnamese Customer 19,customer19@vietnam-ecommerce.com,84902607992,2000-10-07,25,M,2023-08-20,Da Nang,Da Nang,550000,Central,Vietnam,222 Da Nang Street,Regular,Middle,382.09,Desktop,COD,Quarterly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.424063,VN_CUST_000019,2025-10-01T21:32:54.884681
VN_CUST_000020,Customer_20,Vietnam_334,Vietnamese Customer 20,customer20@vietnam-ecommerce.com,84935409583,1995-10-09,30,F,2024-07-25,Hanoi,Hanoi,100000,North,Vietnam,263 Hanoi Street,High_Value,Middle,178.56,Mobile,E_Wallet_ZaloPay,Weekly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424089,VN_CUST_000020,2025-10-01T21:32:54.884681
VN_CUST_000021,Customer_21,Vietnam_489,Vietnamese Customer 21,customer21@vietnam-ecommerce.com,84934926774,1987-10-11,38,F,2025-06-09,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,108 Ho Chi Minh City Street,Regular,Low,32.46,Mobile,Bank_Transfer,Monthly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424117,VN_CUST_000021,2025-10-01T21:32:54.884681
VN_CUST_000022,Customer_22,Vietnam_523,Vietnamese Customer 22,customer22@vietnam-ecommerce.com,84905900724,1998-10-08,27,F,2024-06-02,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,489 Ho Chi Minh City Street,Regular,Low,92.24,Desktop,E_Wallet_ZaloPay,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424145,VN_CUST_000022,2025-10-01T21:32:54.884681
VN_CUST_000023,Customer_23,Vietnam_942,Vietnamese Customer 23,customer23@vietnam-ecommerce.com,84913179768,2000-10-07,25,M,2024-07-27,Can Tho,Can Tho,900000,South,Vietnam,894 Can Tho Street,Regular,Low,90.06,Mobile,Bank_Transfer,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424172,VN_CUST_000023,2025-10-01T21:32:54.884681
VN_CUST_000024,Customer_24,Vietnam_695,Vietnamese Customer 24,customer24@vietnam-ecommerce.com,84921947504,2003-10-07,22,F,2023-07-03,Can Tho,Can Tho,900000,South,Vietnam,450 Can Tho Street,Regular,Middle,332.36,Mobile,Bank_Transfer,Weekly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424200,VN_CUST_000024,2025-10-01T21:32:54.884681
VN_CUST_000025,Customer_25,Vietnam_497,Vietnamese Customer 25,customer25@vietnam-ecommerce.com,84903035920,2003-10-07,22,F,2023-03-16,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,112 Ho Chi Minh City Street,Premium,High,273.89,Mobile,Bank_Transfer,Monthly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424227,VN_CUST_000025,2025-10-01T21:32:54.884681
VN_CUST_000026,Customer_26,Vietnam_508,Vietnamese Customer 26,customer26@vietnam-ecommerce.com,84938752645,2006-10-06,19,M,2023-05-09,Can Tho,Can Tho,900000,South,Vietnam,602 Can Tho Street,Regular,Low,145.35,Mobile,COD,Weekly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424253,VN_CUST_000026,2025-10-01T21:32:54.884681
VN_CUST_000027,Customer_27,Vietnam_197,Vietnamese Customer 27,customer27@vietnam-ecommerce.com,84947808768,1994-10-09,31,F,2022-10-24,Da Nang,Da Nang,550000,Central,Vietnam,898 Da Nang Street,High_Value,Middle,319.41,Desktop,Credit_Card,Quarterly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.424279,VN_CUST_000027,2025-10-01T21:32:54.884681
VN_CUST_000028,Customer_28,Vietnam_62,Vietnamese Customer 28,customer28@vietnam-ecommerce.com,84928279588,1994-10-09,31,M,2023-11-16,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,985 Ho Chi Minh City Street,Regular,Low,92.42,Tablet,Bank_Transfer,Weekly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424303,VN_CUST_000028,2025-10-01T21:32:54.884681
VN_CUST_000029,Customer_29,Vietnam_29,Vietnamese Customer 29,customer29@vietnam-ecommerce.com,84905912900,1994-10-09,31,F,2025-03-26,Can Tho,Can Tho,900000,South,Vietnam,218 Can Tho Street,Regular,Middle,216.41,Mobile,Bank_Transfer,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424332,VN_CUST_000029,2025-10-01T21:32:54.884681
VN_CUST_000030,Customer_30,Vietnam_957,Vietnamese Customer 30,customer30@vietnam-ecommerce.com,84922833842,2001-10-07,24,M,2023-03-13,Hanoi,Hanoi,100000,North,Vietnam,443 Hanoi Street,High_Value,Middle,220.61,Mobile,E_Wallet_ZaloPay,Rarely,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424358,VN_CUST_000030,2025-10-01T21:32:54.884681
VN_CUST_000031,Customer_31,Vietnam_117,Vietnamese Customer 31,customer31@vietnam-ecommerce.com,84902093286,1995-10-09,30,F,2024-09-29,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,279 Ho Chi Minh City Street,Regular,Low,66.06,Mobile,Bank_Transfer,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424382,VN_CUST_000031,2025-10-01T21:32:54.884681
VN_CUST_000032,Customer_32,Vietnam_813,Vietnamese Customer 32,customer32@vietnam-ecommerce.com,84932579788,2000-10-07,25,F,2023-05-24,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,733 Ho Chi Minh City Street,Regular,Low,144.47,Mobile,Bank_Transfer,Monthly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424406,VN_CUST_000032,2025-10-01T21:32:54.884681
VN_CUST_000033,Customer_33,Vietnam_362,Vietnamese Customer 33,customer33@vietnam-ecommerce.com,84927783053,1987-10-11,38,F,2024-11-06,Hanoi,Hanoi,100000,North,Vietnam,344 Hanoi Street,Regular,Low,100.17,Mobile,Bank_Transfer,Weekly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424429,VN_CUST_000033,2025-10-01T21:32:54.884681
VN_CUST_000034,Customer_34,Vietnam_895,Vietnamese Customer 34,customer34@vietnam-ecommerce.com,84932067900,1999-10-08,26,F,2022-10-02,Hai Phong,Hai Phong,180000,North,Vietnam,619 Hai Phong Street,High_Value,Middle,311.12,Mobile,E_Wallet_MoMo,Rarely,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424461,VN_CUST_000034,2025-10-01T21:32:54.884681
VN_CUST_000035,Customer_35,Vietnam_403,Vietnamese Customer 35,customer35@vietnam-ecommerce.com,84914210608,1998-10-08,27,F,2023-06-23,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,430 Ho Chi Minh City Street,Premium,High,888.56,Mobile,E_Wallet_MoMo,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424483,VN_CUST_000035,2025-10-01T21:32:54.884681
VN_CUST_000036,Customer_36,Vietnam_107,Vietnamese Customer 36,customer36@vietnam-ecommerce.com,84934864339,1971-10-15,54,M,2023-03-17,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,891 Ho Chi Minh City Street,Regular,Middle,313.94,Tablet,E_Wallet_MoMo,Rarely,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424507,VN_CUST_000036,2025-10-01T21:32:54.884681
VN_CUST_000037,Customer_37,Vietnam_278,Vietnamese Customer 37,customer37@vietnam-ecommerce.com,84925625300,1990-10-10,35,F,2023-02-08,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,47 Ho Chi Minh City Street,Regular,Middle,298.93,Mobile,Credit_Card,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424534,VN_CUST_000037,2025-10-01T21:32:54.884681
VN_CUST_000038,Customer_38,Vietnam_791,Vietnamese Customer 38,customer38@vietnam-ecommerce.com,84943861931,2003-10-07,22,F,2024-07-29,Da Nang,Da Nang,550000,Central,Vietnam,214 Da Nang Street,Regular,Middle,137.65,Mobile,Bank_Transfer,Weekly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.424557,VN_CUST_000038,2025-10-01T21:32:54.884681
VN_CUST_000039,Customer_39,Vietnam_31,Vietnamese Customer 39,customer39@vietnam-ecommerce.com,84928710667,1999-10-08,26,F,2024-02-07,Da Nang,Da Nang,550000,Central,Vietnam,881 Da Nang Street,Regular,Low,147.63,Mobile,COD,Weekly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.424581,VN_CUST_000039,2025-10-01T21:32:54.884681
VN_CUST_000040,Customer_40,Vietnam_935,Vietnamese Customer 40,customer40@vietnam-ecommerce.com,84911936743,1985-10-11,40,M,2025-02-27,Hai Phong,Hai Phong,180000,North,Vietnam,864 Hai Phong Street,Regular,Middle,314.21,Desktop,COD,Quarterly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424604,VN_CUST_000040,2025-10-01T21:32:54.884681
VN_CUST_000041,Customer_41,Vietnam_733,Vietnamese Customer 41,customer41@vietnam-ecommerce.com,84921130234,1977-10-13,48,M,2023-06-06,Da Nang,Da Nang,550000,Central,Vietnam,218 Da Nang Street,High_Value,Middle,115.43,Desktop,COD,Quarterly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.424828,VN_CUST_000041,2025-10-01T21:32:54.884681
VN_CUST_000042,Customer_42,Vietnam_486,Vietnamese Customer 42,customer42@vietnam-ecommerce.com,84905107126,1988-10-10,37,F,2023-09-21,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,138 Ho Chi Minh City Street,Regular,Low,61.87,Mobile,Bank_Transfer,Rarely,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.424893,VN_CUST_000042,2025-10-01T21:32:54.884681
VN_CUST_000043,Customer_43,Vietnam_511,Vietnamese Customer 43,customer43@vietnam-ecommerce.com,84928150241,1994-10-09,31,M,2025-02-03,Hai Phong,Hai Phong,180000,North,Vietnam,19 Hai Phong Street,High_Value,Middle,202.24,Mobile,Bank_Transfer,Monthly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424925,VN_CUST_000043,2025-10-01T21:32:54.884681
VN_CUST_000044,Customer_44,Vietnam_468,Vietnamese Customer 44,customer44@vietnam-ecommerce.com,84918977684,2002-10-07,23,F,2023-08-12,Hai Phong,Hai Phong,180000,North,Vietnam,851 Hai Phong Street,High_Value,Middle,314.61,Tablet,E_Wallet_MoMo,Quarterly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.424967,VN_CUST_000044,2025-10-01T21:32:54.884681
VN_CUST_000045,Customer_45,Vietnam_595,Vietnamese Customer 45,customer45@vietnam-ecommerce.com,84934541275,2004-10-06,21,M,2024-04-23,Da Nang,Da Nang,550000,Central,Vietnam,35 Da Nang Street,Premium,High,833.45,Mobile,Bank_Transfer,Quarterly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.424996,VN_CUST_000045,2025-10-01T21:32:54.884681
VN_CUST_000046,Customer_46,Vietnam_113,Vietnamese Customer 46,customer46@vietnam-ecommerce.com,84946988334,2003-10-07,22,M,2022-11-24,Can Tho,Can Tho,900000,South,Vietnam,298 Can Tho Street,High_Value,Middle,163.02,Mobile,E_Wallet_ZaloPay,Weekly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425022,VN_CUST_000046,2025-10-01T21:32:54.884681
VN_CUST_000047,Customer_47,Vietnam_373,Vietnamese Customer 47,customer47@vietnam-ecommerce.com,84909870068,1997-10-08,28,M,2024-08-29,Can Tho,Can Tho,900000,South,Vietnam,301 Can Tho Street,Regular,Middle,107.92,Desktop,E_Wallet_MoMo,Rarely,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425049,VN_CUST_000047,2025-10-01T21:32:54.884681
VN_CUST_000048,Customer_48,Vietnam_453,Vietnamese Customer 48,customer48@vietnam-ecommerce.com,84903789875,1988-10-10,37,F,2024-07-04,Hanoi,Hanoi,100000,North,Vietnam,133 Hanoi Street,Regular,Middle,228.64,Mobile,E_Wallet_MoMo,Quarterly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.425078,VN_CUST_000048,2025-10-01T21:32:54.884681
VN_CUST_000049,Customer_49,Vietnam_484,Vietnamese Customer 49,customer49@vietnam-ecommerce.com,84926546511,1996-10-08,29,M,2025-05-04,Can Tho,Can Tho,900000,South,Vietnam,328 Can Tho Street,Regular,Low,91.19,Mobile,Bank_Transfer,Monthly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425104,VN_CUST_000049,2025-10-01T21:32:54.884681
VN_CUST_000050,Customer_50,Vietnam_68,Vietnamese Customer 50,customer50@vietnam-ecommerce.com,84907384793,2000-10-07,25,M,2023-03-11,Hai Phong,Hai Phong,180000,North,Vietnam,8 Hai Phong Street,Regular,Middle,104.92,Tablet,E_Wallet_MoMo,Monthly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.425132,VN_CUST_000050,2025-10-01T21:32:54.884681
VN_CUST_000051,Customer_51,Vietnam_675,Vietnamese Customer 51,customer51@vietnam-ecommerce.com,84933620173,1995-10-09,30,M,2025-08-12,Hai Phong,Hai Phong,180000,North,Vietnam,571 Hai Phong Street,Regular,Low,48.49,Mobile,COD,Quarterly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.425156,VN_CUST_000051,2025-10-01T21:32:54.884681
VN_CUST_000052,Customer_52,Vietnam_622,Vietnamese Customer 52,customer52@vietnam-ecommerce.com,84924992344,2006-10-06,19,M,2024-10-19,Hai Phong,Hai Phong,180000,North,Vietnam,215 Hai Phong Street,Regular,Low,119.05,Mobile,Bank_Transfer,Quarterly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.425181,VN_CUST_000052,2025-10-01T21:32:54.884681
VN_CUST_000053,Customer_53,Vietnam_63,Vietnamese Customer 53,customer53@vietnam-ecommerce.com,84921344547,1997-10-08,28,F,2024-03-04,Can Tho,Can Tho,900000,South,Vietnam,620 Can Tho Street,Premium,High,824.06,Tablet,COD,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425208,VN_CUST_000053,2025-10-01T21:32:54.884681
VN_CUST_000054,Customer_54,Vietnam_469,Vietnamese Customer 54,customer54@vietnam-ecommerce.com,84934294009,1991-10-10,34,M,2024-03-30,Hanoi,Hanoi,100000,North,Vietnam,88 Hanoi Street,Regular,Middle,339.71,Mobile,COD,Monthly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.425236,VN_CUST_000054,2025-10-01T21:32:54.884681
VN_CUST_000055,Customer_55,Vietnam_726,Vietnamese Customer 55,customer55@vietnam-ecommerce.com,84934605088,1980-10-12,45,F,2024-09-08,Can Tho,Can Tho,900000,South,Vietnam,846 Can Tho Street,Regular,Low,85.52,Mobile,E_Wallet_MoMo,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425261,VN_CUST_000055,2025-10-01T21:32:54.884681
VN_CUST_000056,Customer_56,Vietnam_415,Vietnamese Customer 56,customer56@vietnam-ecommerce.com,84938007922,2006-10-06,19,F,2024-06-25,Can Tho,Can Tho,900000,South,Vietnam,410 Can Tho Street,High_Value,Middle,204.32,Mobile,E_Wallet_MoMo,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425288,VN_CUST_000056,2025-10-01T21:32:54.884681
VN_CUST_000057,Customer_57,Vietnam_297,Vietnamese Customer 57,customer57@vietnam-ecommerce.com,84947164805,2002-10-07,23,M,2024-11-28,Hanoi,Hanoi,100000,North,Vietnam,231 Hanoi Street,High_Value,Middle,254.08,Tablet,E_Wallet_ZaloPay,Weekly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.425314,VN_CUST_000057,2025-10-01T21:32:54.884681
VN_CUST_000058,Customer_58,Vietnam_238,Vietnamese Customer 58,customer58@vietnam-ecommerce.com,84917767966,1999-10-08,26,M,2023-08-20,Hai Phong,Hai Phong,180000,North,Vietnam,662 Hai Phong Street,Regular,Low,144.52,Mobile,E_Wallet_MoMo,Monthly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.425341,VN_CUST_000058,2025-10-01T21:32:54.884681
VN_CUST_000059,Customer_59,Vietnam_773,Vietnamese Customer 59,customer59@vietnam-ecommerce.com,84925790828,1999-10-08,26,F,2025-08-26,Ho Chi Minh City,Ho Chi Minh,700000,South,Vietnam,44 Ho Chi Minh City Street,Regular,Middle,270.84,Desktop,Bank_Transfer,Monthly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425367,VN_CUST_000059,2025-10-01T21:32:54.884681
VN_CUST_000060,Customer_60,Vietnam_559,Vietnamese Customer 60,customer60@vietnam-ecommerce.com,84933481719,2000-10-07,25,F,2024-07-30,Da Nang,Da Nang,550000,Central,Vietnam,946 Da Nang Street,Regular,Low,90.35,Desktop,E_Wallet_ZaloPay,Quarterly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.425394,VN_CUST_000060,2025-10-01T21:32:54.884681
VN_CUST_000061,Customer_61,Vietnam_122,Vietnamese Customer 61,customer61@vietnam-ecommerce.com,84915681639,2000-10-07,25,M,2024-01-18,Can Tho,Can Tho,900000,South,Vietnam,845 Can Tho Street,Regular,Low,84.63,Desktop,Bank_Transfer,Monthly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425419,VN_CUST_000061,2025-10-01T21:32:54.884681
VN_CUST_000062,Customer_62,Vietnam_257,Vietnamese Customer 62,customer62@vietnam-ecommerce.com,84911648274,1990-10-10,35,M,2024-12-16,Hai Phong,Hai Phong,180000,North,Vietnam,617 Hai Phong Street,Regular,Middle,380.98,Mobile,Bank_Transfer,Monthly,Vietnam,North,Vietnam_Demographics,2025-10-01T19:06:24.425448,VN_CUST_000062,2025-10-01T21:32:54.884681
VN_CUST_000063,Customer_63,Vietnam_608,Vietnamese Customer 63,customer63@vietnam-ecommerce.com,84904653718,1994-10-09,31,M,2025-02-28,Da Nang,Da Nang,550000,Central,Vietnam,728 Da Nang Street,Regular,Low,123.52,Mobile,Bank_Transfer,Rarely,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.425476,VN_CUST_000063,2025-10-01T21:32:54.884681
VN_CUST_000064,Customer_64,Vietnam_699,Vietnamese Customer 64,customer64@vietnam-ecommerce.com,84944018847,1994-10-09,31,F,2024-11-16,Can Tho,Can Tho,900000,South,Vietnam,237 Can Tho Street,Regular,Low,21.97,Mobile,Bank_Transfer,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425502,VN_CUST_000064,2025-10-01T21:32:54.884681
VN_CUST_000065,Customer_65,Vietnam_410,Vietnamese Customer 65,customer65@vietnam-ecommerce.com,84945203420,1998-10-08,27,F,2024-06-06,Can Tho,Can Tho,900000,South,Vietnam,948 Can Tho Street,Regular,Middle,145.97,Mobile,Credit_Card,Rarely,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425529,VN_CUST_000065,2025-10-01T21:32:54.884681
VN_CUST_000066,Customer_66,Vietnam_403,Vietnamese Customer 66,customer66@vietnam-ecommerce.com,84946219905,1989-10-10,36,F,2023-12-06,Da Nang,Da Nang,550000,Central,Vietnam,560 Da Nang Street,Regular,Low,142.94,Mobile,COD,Weekly,Vietnam,Central,Vietnam_Demographics,2025-10-01T19:06:24.425559,VN_CUST_000066,2025-10-01T21:32:54.884681
VN_CUST_000067,Customer_67,Vietnam_586,Vietnamese Customer 67,customer67@vietnam-ecommerce.com,84916422873,2003-10-07,22,F,2025-08-21,Can Tho,Can Tho,900000,South,Vietnam,656 Can Tho Street,High_Value,Middle,122.79,Mobile,Bank_Transfer,Quarterly,Vietnam,South,Vietnam_Demographics,2025-10-01T19:06:24.425590,VN_CUST_000067,2025-10-01T21:32:54.884681
