order_id,customer_id,order_date,order_status,total_amount_usd,total_amount_vnd,subtotal_usd,tax_amount_usd,shipping_cost_usd,discount_amount_usd,currency,payment_status,payment_method,shipping_method,shipping_address,order_source,platform,delivery_region,customer_segment,market_focus,vietnam_specific_promotion,data_source,created_at,integrated_id,data_integration_date
VN_ORDER_000016,VN_CUST_001150,2025-05-18 19:06:24,Processing,530.71,12736944.0,482.46,48.25,0,0.0,USD,Paid,Bank_Transfer,Same_Day,"508 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Mobile_App,Lazada,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.627682,VN_ORDER_000016,2025-10-01T21:32:54.885802
VN_ORDER_000017,VN_CUST_004553,2025-03-03 19:06:24,Processing,2261.78,54282745.0,2325.48,232.55,0,296.25,USD,Paid,Bank_Transfer,Same_Day,"68 Can Tho Street, Can Tho, Can Tho",Website,Shopee,South,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.628577,VN_ORDER_000017,2025-10-01T21:32:54.885802
VN_ORDER_000018,VN_CUST_003849,2024-11-14 19:06:24,Processing,4114.63,98751230.0,4458.74,445.87,0,789.98,USD,Paid,COD,Express,"487 Can Tho Street, Can Tho, Can Tho",Mobile_App,Tiki,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.629631,VN_ORDER_000018,2025-10-01T21:32:54.885802
VN_ORDER_000019,VN_CUST_003183,2024-10-12 19:06:24,Delivered,3669.75,88074096.0,3336.14,333.61,0,0.0,USD,Paid,Bank_Transfer,Same_Day,"327 Da Nang Street, Da Nang, Da Nang",Social_Media,Tiki,Central,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.630434,VN_ORDER_000019,2025-10-01T21:32:54.885802
VN_ORDER_000020,VN_CUST_001505,2024-10-04 19:06:24,Delivered,2561.27,61470552.0,2328.43,232.84,0,0.0,USD,Paid,E_Wallet_MoMo,Same_Day,"806 Da Nang Street, Da Nang, Da Nang",Website,Shopee,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.631208,VN_ORDER_000020,2025-10-01T21:32:54.885802
VN_ORDER_000021,VN_CUST_001849,2025-01-28 19:06:24,Delivered,5034.42,120825995.0,4766.78,476.68,0,209.04,USD,Paid,COD,Same_Day,"672 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Lazada,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.631737,VN_ORDER_000021,2025-10-01T21:32:54.885802
VN_ORDER_000022,VN_CUST_000717,2025-01-12 19:06:24,Delivered,3459.04,83016912.0,3144.58,314.46,0,0.0,USD,Paid,Bank_Transfer,Same_Day,"688 Hanoi Street, Hanoi, Hanoi",Social_Media,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.632366,VN_ORDER_000022,2025-10-01T21:32:54.885802
VN_ORDER_000023,VN_CUST_001955,2025-01-14 19:06:24,Delivered,1376.54,33036960.0,1251.4,125.14,0,0.0,USD,Paid,E_Wallet_ZaloPay,Standard,"156 Hanoi Street, Hanoi, Hanoi",Mobile_App,Tiki,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.633761,VN_ORDER_000023,2025-10-01T21:32:54.885802
VN_ORDER_000024,VN_CUST_004152,2024-11-19 19:06:24,Delivered,1794.87,43076880.0,1631.7,163.17,0,0.0,USD,Paid,E_Wallet_ZaloPay,Express,"136 Da Nang Street, Da Nang, Da Nang",Mobile_App,Shopee,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.635388,VN_ORDER_000024,2025-10-01T21:32:54.885802
VN_ORDER_000025,VN_CUST_000797,2024-10-24 19:06:24,Returned,652.49,15659820.0,697.96,69.8,0,115.26,USD,Paid,COD,Express,"165 Da Nang Street, Da Nang, Da Nang",Mobile_App,Tiki,Central,High_Value,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.636259,VN_ORDER_000025,2025-10-01T21:32:54.885802
VN_ORDER_000026,VN_CUST_002093,2025-04-13 19:06:24,Delivered,1199.41,28785863.0,1133.27,113.33,0,47.19,USD,Paid,COD,Standard,"290 Da Nang Street, Da Nang, Da Nang",Website,Shopee,Central,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.637044,VN_ORDER_000026,2025-10-01T21:32:54.885802
VN_ORDER_000027,VN_CUST_004309,2025-02-14 19:06:24,Cancelled,4476.8,107443248.0,4069.82,406.98,0,0.0,USD,Failed,COD,Same_Day,"610 Can Tho Street, Can Tho, Can Tho",Social_Media,Sendo,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.637994,VN_ORDER_000027,2025-10-01T21:32:54.885802
VN_ORDER_000028,VN_CUST_004493,2025-01-26 19:06:24,Delivered,182.71,4385040.0,166.1,16.61,0,0.0,USD,Paid,E_Wallet_ZaloPay,Express,"618 Hai Phong Street, Hai Phong, Hai Phong",Website,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.639062,VN_ORDER_000028,2025-10-01T21:32:54.885802
VN_ORDER_000029,VN_CUST_003665,2025-05-11 19:06:24,Delivered,1441.18,34588224.0,1310.16,131.02,0,0.0,USD,Paid,Bank_Transfer,Express,"868 Hanoi Street, Hanoi, Hanoi",Mobile_App,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.640762,VN_ORDER_000029,2025-10-01T21:32:54.885802
VN_ORDER_000030,VN_CUST_004262,2025-08-12 19:06:24,Delivered,826.57,19837752.0,751.43,75.14,0,0.0,USD,Paid,Credit_Card,Standard,"496 Hanoi Street, Hanoi, Hanoi",Mobile_App,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.641643,VN_ORDER_000030,2025-10-01T21:32:54.885802
VN_ORDER_000031,VN_CUST_003540,2025-01-10 19:06:24,Delivered,314.18,7540288.0,334.7,33.47,0,53.99,USD,Paid,Bank_Transfer,Same_Day,"192 Hanoi Street, Hanoi, Hanoi",Social_Media,Lazada,North,High_Value,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.642917,VN_ORDER_000031,2025-10-01T21:32:54.885802
VN_ORDER_000032,VN_CUST_003696,2025-08-29 19:06:24,Delivered,819.32,19663776.0,744.84,74.48,0,0.0,USD,Paid,Credit_Card,Same_Day,"502 Da Nang Street, Da Nang, Da Nang",Mobile_App,Shopee,Central,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.643821,VN_ORDER_000032,2025-10-01T21:32:54.885802
VN_ORDER_000033,VN_CUST_003439,2024-10-16 19:06:24,Delivered,2526.04,60624960.0,2296.4,229.64,0,0.0,USD,Paid,Credit_Card,Same_Day,"619 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.644753,VN_ORDER_000033,2025-10-01T21:32:54.885802
VN_ORDER_000034,VN_CUST_003592,2025-02-28 19:06:24,Shipped,5876.42,141034032.0,5361.31,536.13,0,21.02,USD,Paid,Bank_Transfer,Standard,"147 Hanoi Street, Hanoi, Hanoi",Social_Media,Lazada,North,Premium,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.646324,VN_ORDER_000034,2025-10-01T21:32:54.885802
VN_ORDER_000035,VN_CUST_001573,2025-04-08 19:06:24,Delivered,527.18,12652413.0,553.45,55.35,0,81.61,USD,Paid,COD,Express,"630 Hanoi Street, Hanoi, Hanoi",Mobile_App,Tiki,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.647327,VN_ORDER_000035,2025-10-01T21:32:54.885802
VN_ORDER_000036,VN_CUST_003213,2025-07-21 19:06:24,Delivered,1496.64,35919312.0,1360.58,136.06,0,0.0,USD,Paid,E_Wallet_ZaloPay,Same_Day,"205 Hanoi Street, Hanoi, Hanoi",Social_Media,Sendo,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.648361,VN_ORDER_000036,2025-10-01T21:32:54.885802
VN_ORDER_000037,VN_CUST_002897,2025-04-12 19:06:24,Delivered,5675.09,136202088.0,5159.17,515.92,0,0.0,USD,Paid,Bank_Transfer,Same_Day,"13 Da Nang Street, Da Nang, Da Nang",Website,Shopee,Central,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.649287,VN_ORDER_000037,2025-10-01T21:32:54.885802
VN_ORDER_000038,VN_CUST_002042,2025-08-21 19:06:24,Delivered,1422.49,34139859.0,1416.08,141.61,0,135.19,USD,Paid,E_Wallet_MoMo,Express,"935 Hai Phong Street, Hai Phong, Hai Phong",Social_Media,Sendo,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.649930,VN_ORDER_000038,2025-10-01T21:32:54.885802
VN_ORDER_000039,VN_CUST_001705,2025-01-24 19:06:24,Delivered,4649.24,111581860.0,4498.85,449.89,0,299.49,USD,Paid,COD,Express,"221 Hanoi Street, Hanoi, Hanoi",Website,Tiki,North,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.651882,VN_ORDER_000039,2025-10-01T21:32:54.885802
VN_ORDER_000040,VN_CUST_003071,2025-02-11 19:06:24,Delivered,927.98,22271568.0,843.62,84.36,0,0.0,USD,Paid,E_Wallet_ZaloPay,Express,"462 Da Nang Street, Da Nang, Da Nang",Mobile_App,Lazada,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.653494,VN_ORDER_000040,2025-10-01T21:32:54.885802
VN_ORDER_000041,VN_CUST_001162,2024-11-09 19:06:24,Delivered,247.02,5928384.0,224.56,22.46,0,0.0,USD,Paid,E_Wallet_MoMo,Same_Day,"858 Hanoi Street, Hanoi, Hanoi",Mobile_App,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.654686,VN_ORDER_000041,2025-10-01T21:32:54.885802
VN_ORDER_000042,VN_CUST_000261,2025-03-13 19:06:24,Delivered,1002.23,24053568.0,911.12,91.11,0,0.0,USD,Paid,E_Wallet_MoMo,Standard,"928 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Mobile_App,Sendo,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.655327,VN_ORDER_000042,2025-10-01T21:32:54.885802
VN_ORDER_000043,VN_CUST_000540,2024-10-20 19:06:24,Delivered,4046.18,97108370.0,3906.96,390.7,0,251.47,USD,Paid,Credit_Card,Same_Day,"456 Da Nang Street, Da Nang, Da Nang",Website,Lazada,Central,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.655899,VN_ORDER_000043,2025-10-01T21:32:54.885802
VN_ORDER_000044,VN_CUST_004968,2025-05-05 19:06:24,Cancelled,1128.45,27082704.0,1025.86,102.59,0,0.0,USD,Failed,E_Wallet_ZaloPay,Standard,"923 Hai Phong Street, Hai Phong, Hai Phong",Website,Shopee,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.657510,VN_ORDER_000044,2025-10-01T21:32:54.885802
VN_ORDER_000045,VN_CUST_001563,2025-07-06 19:06:24,Delivered,1979.1,47498302.0,1917.86,191.79,0,130.55,USD,Paid,E_Wallet_MoMo,Standard,"83 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Website,Lazada,South,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.658511,VN_ORDER_000045,2025-10-01T21:32:54.885802
VN_ORDER_000046,VN_CUST_002760,2025-01-17 19:06:24,Shipped,6168.15,148035617.0,6315.61,631.56,0,779.02,USD,Paid,COD,Standard,"280 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Website,Lazada,South,Premium,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.659378,VN_ORDER_000046,2025-10-01T21:32:54.885802
VN_ORDER_000047,VN_CUST_002958,2024-11-24 19:06:24,Delivered,3224.41,77385792.0,2931.28,293.13,0,0.0,USD,Paid,COD,Express,"487 Can Tho Street, Can Tho, Can Tho",Website,Tiki,South,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.660449,VN_ORDER_000047,2025-10-01T21:32:54.885802
VN_ORDER_000048,VN_CUST_002656,2025-05-22 19:06:24,Cancelled,1278.73,30689472.0,1162.48,116.25,0,0.0,USD,Failed,Bank_Transfer,Express,"903 Hai Phong Street, Hai Phong, Hai Phong",Social_Media,Tiki,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.661502,VN_ORDER_000048,2025-10-01T21:32:54.885802
VN_ORDER_000049,VN_CUST_002259,2024-10-01 19:06:24,Delivered,420.64,10095360.0,382.4,38.24,0,0.0,USD,Paid,E_Wallet_ZaloPay,Standard,"517 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.662702,VN_ORDER_000049,2025-10-01T21:32:54.885802
VN_ORDER_000050,VN_CUST_001047,2025-05-03 19:06:24,Delivered,2538.41,60921960.0,2307.65,230.77,0,0.0,USD,Paid,E_Wallet_ZaloPay,Standard,"3 Da Nang Street, Da Nang, Da Nang",Website,Shopee,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.664107,VN_ORDER_000050,2025-10-01T21:32:54.885802
VN_ORDER_000051,VN_CUST_002570,2025-09-02 19:06:24,Delivered,1606.43,38554296.0,1460.39,146.04,0,0.0,USD,Paid,Bank_Transfer,Standard,"252 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Tiki,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.665133,VN_ORDER_000051,2025-10-01T21:32:54.885802
VN_ORDER_000052,VN_CUST_003183,2025-05-21 19:06:24,Delivered,1978.43,47482365.0,1800.29,180.03,0,1.89,USD,Paid,Bank_Transfer,Standard,"327 Da Nang Street, Da Nang, Da Nang",Social_Media,Lazada,Central,Premium,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.666061,VN_ORDER_000052,2025-10-01T21:32:54.885802
VN_ORDER_000053,VN_CUST_003195,2025-08-23 19:06:24,Delivered,225.02,5400384.0,204.56,20.46,0,0.0,USD,Paid,E_Wallet_MoMo,Express,"686 Can Tho Street, Can Tho, Can Tho",Website,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.666888,VN_ORDER_000053,2025-10-01T21:32:54.885802
VN_ORDER_000054,VN_CUST_000381,2025-08-01 19:06:24,Processing,239.47,5747280.0,217.7,21.77,0,0.0,USD,Paid,COD,Standard,"529 Hanoi Street, Hanoi, Hanoi",Social_Media,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.667734,VN_ORDER_000054,2025-10-01T21:32:54.885802
VN_ORDER_000055,VN_CUST_004353,2024-11-30 19:06:24,Delivered,219.16,5259835.0,210.0,21.0,0,11.84,USD,Paid,E_Wallet_MoMo,Standard,"715 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Tiki,North,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.668800,VN_ORDER_000055,2025-10-01T21:32:54.885802
VN_ORDER_000056,VN_CUST_003522,2025-03-18 19:06:24,Delivered,1207.68,28984253.0,1216.18,121.62,0,130.12,USD,Paid,Bank_Transfer,Standard,"469 Can Tho Street, Can Tho, Can Tho",Website,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.669440,VN_ORDER_000056,2025-10-01T21:32:54.885802
VN_ORDER_000057,VN_CUST_004044,2024-12-12 19:06:24,Shipped,4713.5,113123989.0,4497.3,449.73,0,233.53,USD,Paid,COD,Same_Day,"974 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Mobile_App,Lazada,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.670567,VN_ORDER_000057,2025-10-01T21:32:54.885802
VN_ORDER_000058,VN_CUST_003113,2025-04-27 19:06:24,Delivered,1824.52,43788369.0,1662.52,166.25,0,4.26,USD,Paid,Bank_Transfer,Express,"704 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Tiki,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.671283,VN_ORDER_000058,2025-10-01T21:32:54.885802
VN_ORDER_000059,VN_CUST_003293,2025-09-16 19:06:24,Delivered,2160.49,51851869.0,2128.98,212.9,0,181.38,USD,Paid,Bank_Transfer,Standard,"360 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Lazada,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.672011,VN_ORDER_000059,2025-10-01T21:32:54.885802
VN_ORDER_000060,VN_CUST_000966,2024-12-08 19:06:24,Cancelled,2931.18,70348344.0,2664.71,266.47,0,0.0,USD,Failed,E_Wallet_MoMo,Same_Day,"793 Hanoi Street, Hanoi, Hanoi",Website,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.672607,VN_ORDER_000060,2025-10-01T21:32:54.885802
VN_ORDER_000061,VN_CUST_000699,2025-01-31 19:06:24,Delivered,1016.57,24397762.0,934.86,93.49,0,11.77,USD,Paid,Credit_Card,Standard,"920 Da Nang Street, Da Nang, Da Nang",Mobile_App,Lazada,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.673620,VN_ORDER_000061,2025-10-01T21:32:54.885802
VN_ORDER_000062,VN_CUST_001396,2025-07-04 19:06:24,Delivered,532.91,12789751.0,490.19,49.02,0,6.3,USD,Paid,Bank_Transfer,Express,"114 Hanoi Street, Hanoi, Hanoi",Website,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.674783,VN_ORDER_000062,2025-10-01T21:32:54.885802
VN_ORDER_000063,VN_CUST_002030,2024-12-16 19:06:24,Delivered,1330.4,31929669.0,1437.59,143.76,0,250.95,USD,Paid,Bank_Transfer,Standard,"528 Hanoi Street, Hanoi, Hanoi",Social_Media,Sendo,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.676174,VN_ORDER_000063,2025-10-01T21:32:54.885802
VN_ORDER_000064,VN_CUST_003194,2025-06-09 19:06:24,Delivered,2004.37,48104760.0,1822.15,182.22,0,0.0,USD,Paid,Bank_Transfer,Express,"321 Hanoi Street, Hanoi, Hanoi",Mobile_App,Sendo,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.677426,VN_ORDER_000064,2025-10-01T21:32:54.885802
VN_ORDER_000065,VN_CUST_004517,2025-09-09 19:06:24,Cancelled,685.32,16447621.0,624.48,62.45,0,1.61,USD,Failed,Credit_Card,Express,"441 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Website,Sendo,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.678279,VN_ORDER_000065,2025-10-01T21:32:54.885802
VN_ORDER_000066,VN_CUST_000191,2025-08-12 19:06:24,Returned,1478.69,35488523.0,1625.15,162.52,0,308.98,USD,Paid,Bank_Transfer,Standard,"994 Hanoi Street, Hanoi, Hanoi",Social_Media,Lazada,North,Premium,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.679919,VN_ORDER_000066,2025-10-01T21:32:54.885802
VN_ORDER_000067,VN_CUST_003403,2024-12-31 19:06:24,Delivered,4232.97,101591337.0,4017.88,401.79,0,186.7,USD,Paid,Bank_Transfer,Express,"887 Hanoi Street, Hanoi, Hanoi",Social_Media,Sendo,North,Premium,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.681042,VN_ORDER_000067,2025-10-01T21:32:54.885802
VN_ORDER_000068,VN_CUST_004250,2025-08-20 19:06:24,Delivered,2094.06,50257555.0,2036.35,203.63,0,145.92,USD,Paid,E_Wallet_MoMo,Express,"777 Hanoi Street, Hanoi, Hanoi",Social_Media,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.681839,VN_ORDER_000068,2025-10-01T21:32:54.885802
VN_ORDER_000069,VN_CUST_004262,2024-10-22 19:06:24,Delivered,1753.58,42085824.0,1594.16,159.42,0,0.0,USD,Paid,Credit_Card,Standard,"496 Hanoi Street, Hanoi, Hanoi",Mobile_App,Sendo,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.682605,VN_ORDER_000069,2025-10-01T21:32:54.885802
VN_ORDER_000070,VN_CUST_002069,2025-07-04 19:06:24,Delivered,2513.72,60329280.0,2285.2,228.52,0,0.0,USD,Paid,Credit_Card,Express,"390 Da Nang Street, Da Nang, Da Nang",Website,Shopee,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.683415,VN_ORDER_000070,2025-10-01T21:32:54.885802
VN_ORDER_000071,VN_CUST_003102,2024-10-12 19:06:24,Delivered,813.5,19524120.0,739.55,73.95,0,0.0,USD,Paid,Bank_Transfer,Standard,"474 Can Tho Street, Can Tho, Can Tho",Website,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.685016,VN_ORDER_000071,2025-10-01T21:32:54.885802
